0.45197,2.2291
1.4837,0.13987
1.7844,0.12508
1.4431,1.6195
0.82206,1.7193
1.4311,0.68567
1.8832,-1.0297
1.8708,0.39057
1.1333,0.48375
0.070684,7.5543
0.12044,9.3679
0.37697,0.42475
0.75229,1.343
1.1373,0.0018329
1.3381,1.7811
1.81,-0.85765
1.5589,0.61352
1.7722,-0.70229
1.3081,-0.20857
0.34789,0.62657
1.2677,0.85183
1.6361,-0.041437
0.8982,-0.74626
1.6179,0.59235
0.057408,3.341
0.070058,4.7835
0.76699,0.38314
0.61348,-1.0535
0.63946,-0.63837
0.46106,0.34589
1.7721,0.23312
0.97457,0.0045414
0.082157,7.4573
1.4239,1.2951
1.2872,0.48883
1.9081,1.0431
1.3236,0.76028
0.56321,-0.36616
1.5579,-0.53293
0.14786,5.2889
0.57933,-0.45507
0.66264,-0.86183
0.40708,2.4168
1.1724,2.0659
1.122,2.4326
1.3818,0.36942
0.59382,-0.66465
0.99909,0.8906
0.80665,1.8289
1.2528,0.54496
1.3053,-0.93548
0.12883,8.2661
1.2553,-0.32349
0.97867,1.7899
0.97412,-0.25897
1.6006,0.90459
1.4127,1.3634
0.46798,2.6167
0.81035,1.6465
1.4084,0.78697
0.59034,-0.40467
1.764,-0.17366
0.12708,8.695
1.2474,-0.36187
1.1933,0.12917
1.5809,0.15719
1.199,-0.55674
1.6947,-1.2015
1.9051,-0.19387
1.3279,0.82082
1.7542,-0.10927
1.5151,-0.70053
0.98699,0.42871
0.45782,2.81
1.02,0.9079
0.16818,5.4421
1.0026,-0.64412
1.9402,1.7538
1.9363,1.0245
1.5983,0.51635
1.957,-0.22451
1.8325,0.33355
1.0582,2.1146
1.9433,-0.55388
0.5286,0.87542
1.0166,1.2492
0.97286,0.43962
0.99344,1.0376
0.64485,-0.27817
1.3893,2.9897
0.55358,0.33834
1.3811,2.0253
0.40232,2.2309
1.0773,0.37951
0.76938,0.16272
1.5921,0.98094
1.3319,1.3691
0.63388,-0.19042
0.67167,0.53785
0.99241,1.3046
1.2267,0.30271
0.09439,9.419
1.6016,1.2468
0.39934,1.1429
0.87595,-0.0072574
0.7677,0.86058
1.0798,0.77106
0.78942,1.6809
0.8627,0.52148
0.32034,-1.7772
0.44025,2.457
0.054298,1.7288
1.065,1.7782
1.4328,1.0406
0.75264,0.90116
0.44761,3.4317
1.855,1.706
0.72916,2.7385
1.7651,0.4659
0.20677,-0.73389
0.046952,-1.2804
0.054454,2.1336
0.32011,-1.0985
1.2876,-0.27601
1.573,0.33999
0.71706,1.5873
0.90486,-0.6647
0.76998,2.2044
1.7942,-0.63958
1.8838,0.013953
0.44213,2.4372
1.5607,-1.0645
0.90634,0.25658
1.0432,1.9183
1.8979,0.37988
0.34031,0.21034
1.3754,3.1515
0.71994,2.6553
0.15678,6.6592
0.5926,-0.8481
1.5057,-1.3739
1.5696,-0.22656
1.4265,-0.21769
0.19745,0.89415
0.84612,0.80853
1.8289,1.587
0.54669,-0.15667
1.3284,2.978
1.6699,-0.91502
0.73375,1.7016
1.8843,-0.045856
0.31291,-0.87491
1.6323,0.90632
1.399,0.62504
1.2879,-1.072
1.1419,-0.034296
1.6981,1.7267
1.5068,-0.29761
0.21693,-1.8675
1.7816,1.655
0.71416,0.98758
1.5808,0.6178
1.0672,2.3024
0.61381,-1.1041
0.82904,2.4907
1.4646,0.55252
0.75782,2.6068
0.66387,0.084814
0.75258,1.1452
1.1787,-0.30874
0.68724,1.2515
0.54511,-1.1833
0.50136,1.3017
1.7134,2.229
1.0655,1.0361
1.3088,0.33709
0.52773,0.22198
1.7911,1.6876
1.9347,1.8098
0.87503,-0.39929
1.7546,-0.40697
1.7117,1.6233
